209,192,0
839,749,0
844,728,0
847,726,0
843,730,0
845,733,0
844,727,0
846,727,0
853,732,0
845,729,0
845,731,0
849,728,0
843,728,0
843,727,0
842,728,0
843,728,0
845,728,0
809,689,0
859,693,0
866,748,0
844,730,0
844,725,0
846,726,0
842,727,0
843,729,0
844,729,0
846,725,0
850,731,0
844,723,0
841,731,0
842,728,0
846,730,0
842,734,0
846,730,0
820,735,0
855,723,0
834,755,0
837,734,0
848,725,0
842,733,0
846,730,0
847,730,0
849,728,0
850,728,0
850,732,0
846,725,0
843,735,0
846,727,0
844,726,0
848,729,0
844,727,0
860,779,0
796,738,0
812,704,0
854,729,0
841,732,0
844,727,0
845,729,0
847,727,0
844,729,0
846,730,0
846,730,0
843,734,0
849,727,0
842,726,0
846,733,0
840,734,0
849,727,0
864,765,0
811,734,0
808,712,0
849,728,0
844,729,0
842,732,0
844,726,0
850,732,0
842,730,0
843,729,0
847,731,0
846,730,0
844,729,0
842,732,0
844,729,0
845,729,0
843,727,0
824,747,0
803,711,0
845,746,0
836,728,0
846,732,0
843,732,0
848,732,0
838,730,0
839,728,0
843,729,0
849,726,0
841,726,0
845,727,0
848,732,0
847,728,0
842,727,0
841,730,0
847,759,0
794,710,0
836,705,0
857,731,0
845,730,0
844,728,0
843,730,0
842,725,0
847,732,0
846,726,0
842,732,0
846,732,0
841,731,0
841,728,0
842,729,0
840,727,0
844,728,0
859,774,0
805,730,0
805,722,0
848,731,0
845,733,0
844,730,0
842,726,0
843,730,0
842,727,0
845,730,0
843,728,0
839,730,0
841,726,0
848,726,0
845,725,0
840,734,0
841,733,0
845,720,0
856,739,0
856,721,0
842,731,0
848,729,0
846,724,0
849,728,0
841,728,0
849,733,0
846,728,0
843,724,0
845,735,0
844,730,0
845,731,0
842,731,0
845,733,0
848,731,0
849,725,0
835,693,0
857,741,0
863,711,0
845,730,0
840,729,0
842,728,0
845,730,0
845,732,0
845,730,0
841,727,0
847,723,0
847,730,0
846,728,0
840,727,0
846,729,0
841,732,0
845,708,0
835,706,0
862,745,0
849,722,0
845,730,0
837,731,0
844,727,0
846,729,0
844,729,0
851,732,0
850,728,0
845,730,0
843,725,0
847,730,0
842,728,0
846,726,0
844,726,0
835,703,0
839,734,0
830,745,0
841,719,0
845,730,0
844,732,0
845,729,0
845,729,0
846,727,0
845,726,0
843,731,0
841,728,0
844,727,0
846,730,0
843,728,0
844,726,0
843,728,0
825,749,0
854,709,0
856,722,0
858,737,0
846,729,0
848,729,0
841,732,0
848,729,0
847,727,0
847,729,0
843,732,0
847,726,0
843,728,0
845,730,0
847,723,0
845,727,0
845,727,0
829,712,0
861,731,0
840,724,0
840,743,0
847,729,0
839,727,0
846,731,0
841,726,0
846,729,0
847,726,0
841,731,0
842,727,0
849,730,0
840,728,0
847,729,0
848,728,0
840,729,0
841,735,0
843,710,0
848,732,0
859,719,0
844,734,0
845,731,0
845,726,0
846,733,0
849,731,0
843,727,0
847,730,0
846,734,0
848,727,0
844,735,0
840,729,0
847,728,0
842,727,0
831,717,0
853,738,0
859,716,0
842,739,0
842,730,0
842,729,0
849,727,0
842,729,0
845,730,0
845,726,0
849,731,0
844,729,0
844,726,0
846,733,0
845,728,0
843,727,0
843,734,0
839,758,0
841,707,0
849,723,0
853,739,0
844,726,0
844,734,0
844,732,0
845,728,0
844,728,0
845,730,0
847,730,0
842,730,0
848,731,0
844,730,0
844,727,0
842,729,0
843,727,0
841,753,0
851,703,0
848,729,0
850,735,0
843,728,0
841,727,0
847,731,0
846,723,0
840,727,0
846,733,0
848,728,0
841,731,0
843,728,0
843,722,0
846,729,0
845,728,0
842,728,0
849,723,0
840,709,0
847,730,0
857,725,0
843,728,0
844,730,0
843,731,0
844,729,0
847,734,0
845,729,0
845,731,0
845,731,0
837,731,0
848,725,0
845,731,0
847,729,0
845,729,0
835,720,0
860,722,0
864,713,0
839,742,0
842,729,0
845,729,0
847,731,0
844,731,0
843,730,0
847,729,0
845,726,0
844,725,0
841,728,0
845,733,0
846,731,0
844,729,0
847,730,0
842,745,0
843,704,0
869,751,0
846,738,0
845,726,0
841,730,0
851,725,0
847,727,0
847,732,0
851,733,0
844,728,0
846,728,0
846,733,0
844,727,0
843,733,0
841,728,0
842,723,0
835,712,0
845,733,0
849,710,0
838,745,0
844,728,0
846,728,0
846,728,0
843,729,0
844,728,0
844,723,0
844,730,0
843,734,0
844,729,0
848,730,0
845,730,0
842,730,0
849,729,0
844,737,0
849,711,0
844,730,0
859,733,0
846,726,0
838,731,0
851,728,0
847,731,0
846,733,0
845,733,0
850,729,0
846,737,0
846,746,0
848,754,0
852,756,0
852,766,0
849,780,0
847,817,0
858,798,0
859,831,0
878,867,0
862,888,0
870,916,0
876,954,0
883,994,0
896,1030,0
920,1075,0
938,1120,0
963,1164,0
991,1223,0
1030,1272,0
1073,1325,0
1119,1387,0
1174,1446,0
1233,1528,0
1283,1567,0
1354,1665,0
1434,1744,0
1501,1832,0
1588,1923,0
1676,2008,0
1769,2106,0
1874,2219,0
1985,2340,0
2108,2468,0
2243,2613,0
2395,2763,0
2555,2924,0
2719,3104,0
2906,3282,0
3106,3482,0
3319,3711,0
3565,3897,0
3815,4127,0
4061,4385,0
4317,4623,0
4575,4858,0
4836,5094,0
5107,5327,0
5374,5553,0
5649,5788,0
5920,6025,0
6218,6269,0
6538,6545,0
6899,6867,0
7335,7249,0
7850,7701,0
8434,8226,0
9074,8763,0
9743,9379,0
10370,9937,0
10919,10388,0
11393,10785,0
11789,11103,0
12157,11396,0
12517,11672,0
12900,11973,0
13309,12280,0
13715,12588,0
14046,12846,0
14310,13053,0
14561,13243,0
14805,13427,0
15040,13583,0
15249,13723,0
15456,13878,0
15701,13991,0
16002,14232,0
16317,14460,0
16651,14738,0
17110,15093,0
17795,15658,0
18817,16508,0
20228,17674,0
21993,19117,0
24059,20795,0
26344,22631,0
28698,24501,0
30989,26287,0
33125,27942,0
35129,29481,0
37062,30963,0
38948,32386,0
40887,33787,0
43026,35435,0
45716,37524,0
311171,40330,0
315103,44085,0
320465,310832,0
326064,315757,0
591391,321103,0
592342,325897,0
595165,592899,0
597437,596726,0
599246,599636,0
600271,601464,0
600946,602850,0
601378,603974,0
601660,604993,0
601854,605878,0
601973,868158,0
602078,868822,0
602170,869358,0
602234,869791,0
602244,870106,0
602251,870357,0
602249,870574,0
602252,870769,0
602245,870974,0
602251,871176,0
602259,871392,0
602282,871637,0
602304,871904,0
602359,872219,0
602405,872547,0
602457,872857,0
602464,873083,0
602502,873298,0
602472,873456,0
602493,873624,0
602488,873767,0
602480,873881,0
602467,873980,0
602462,874070,0
602445,874149,0
602436,874201,0
602414,874253,0
602398,874297,0
602377,874328,0
602354,874358,0
602341,874394,0
602332,874429,0
602326,874467,0
602301,874468,0
602289,874478,0
602274,874540,0
602291,874591,0
602278,874627,0
602273,874649,0
602273,874682,0
602266,874707,0
602264,874727,0
602251,874746,0
602240,874764,0
602249,874785,0
602237,874803,0
602228,874815,0
602217,874826,0
602217,874848,0
602213,874860,0
602219,874827,0
602184,874843,0
602183,874869,0
602193,874905,0
602187,874914,0
602188,874922,0
602185,874931,0
602174,874938,0
602170,874942,0
602171,874941,0
602164,874952,0
602161,874957,0
602168,874973,0
602163,874978,0
602155,874985,0
602146,874989,0
602147,874991,0
602118,874932,0
602140,874985,0
602142,874992,0
602119,875002,0
602133,875024,0
602132,875039,0
602129,875053,0
