14297,14293,0
601785,874860,0
603058,881555,0
603046,881538,0
603030,881518,0
603017,881503,0
603015,881480,0
603003,881460,0
602994,881442,0
602984,881422,0
602975,881410,0
602968,881390,0
602958,881370,0
602956,881362,0
602950,881352,0
602944,881329,0
602929,881311,0
602880,881236,0
602936,881261,0
602922,881270,0
602908,881278,0
602912,881271,0
602903,881268,0
602900,881260,0
602901,881258,0
602899,881261,0
602890,881254,0
602890,881246,0
602890,881248,0
602891,881258,0
602894,881258,0
602895,881263,0
602894,881262,0
602886,881262,0
602853,881226,0
602873,881250,0
602878,881219,0
602889,881272,0
602898,881280,0
602903,881288,0
602896,881291,0
602903,881294,0
602900,881305,0
602907,881298,0
602900,881308,0
602900,881320,0
602905,881325,0
602908,881331,0
602903,881330,0
602904,881335,0
602903,881336,0
602881,881312,0
602854,881333,0
602891,881309,0
602908,881360,0
602908,881371,0
602908,881376,0
602910,881382,0
602916,881398,0
602915,881402,0
602918,881414,0
602919,881417,0
602927,881422,0
602922,881428,0
602928,881431,0
602921,881438,0
602927,881438,0
602927,881446,0
602909,881392,0
602876,881446,0
602873,881389,0
602918,881449,0
602923,881460,0
602924,881463,0
602920,881461,0
602920,881461,0
602923,881467,0
602914,881469,0
602915,881462,0
602913,881477,0
602917,881474,0
602907,881473,0
602910,881472,0
602904,881475,0
602911,881479,0
602899,881440,0
602864,881468,0
602850,881448,0
602894,881478,0
602891,881473,0
602887,881470,0
602889,881454,0
602878,881456,0
602875,881456,0
602877,881452,0
602874,881454,0
602866,881443,0
602860,881445,0
602866,881441,0
602868,881451,0
602868,881459,0
602860,881455,0
602845,881394,0
602831,881449,0
602799,881426,0
602853,881458,0
602859,881472,0
602856,881473,0
602856,881479,0
602854,881470,0
602859,881482,0
602862,881489,0
602862,881493,0
602860,881499,0
602849,881509,0
602860,881506,0
602860,881516,0
602862,881516,0
602862,881516,0
602840,881490,0
602819,881537,0
602821,881481,0
602857,881539,0
602859,881541,0
602860,881542,0
602856,881544,0
602858,881551,0
602856,881552,0
602851,881559,0
602857,881561,0
602863,881565,0
602857,881566,0
602863,881572,0
602867,881578,0
602868,881583,0
602866,881586,0
602830,881538,0
602862,881544,0
602873,881583,0
602887,881592,0
602884,881616,0
602888,881616,0
602893,881622,0
602887,881623,0
602900,881626,0
602897,881633,0
602905,881633,0
602910,881634,0
602918,881640,0
602924,881650,0
602925,881652,0
602923,881653,0
602926,881665,0
602939,881636,0
602928,881638,0
602920,881665,0
602941,881671,0
602948,881691,0
602956,881699,0
602960,881712,0
602968,881717,0
602976,881721,0
602972,881734,0
602981,881745,0
602986,881748,0
602989,881758,0
602997,881764,0
603000,881774,0
603004,881780,0
603011,881788,0
603019,881764,0
603000,881748,0
603011,881774,0
603027,881791,0
603026,881814,0
603036,881820,0
603035,881826,0
603038,881833,0
603039,881830,0
603043,881837,0
603049,881853,0
603053,881852,0
603053,881854,0
603058,881866,0
603054,881865,0
603057,881878,0
603059,881881,0
603065,881860,0
603052,881812,0
603060,881884,0
603054,881882,0
603064,881901,0
603065,881910,0
603072,881905,0
603073,881915,0
603078,881920,0
603078,881930,0
603072,881930,0
603076,881929,0
603078,881930,0
603083,881947,0
603084,881952,0
603083,881957,0
603084,881955,0
603083,881939,0
603070,881910,0
603071,881952,0
603071,881953,0
603089,881985,0
603091,881994,0
603093,881995,0
603090,881999,0
603095,882006,0
603094,882011,0
603096,882014,0
603099,882025,0
603104,882022,0
603109,882029,0
603099,882023,0
603100,882026,0
603096,882023,0
603083,881995,0
603087,881947,0
603054,881969,0
603092,881988,0
603084,881978,0
603082,881971,0
603075,881956,0
603071,881937,0
603066,881932,0
603060,881918,0
603047,881895,0
603039,881876,0
603033,881858,0
603023,881840,0
603010,881819,0
603001,881806,0
602996,881782,0
602986,881729,0
602950,881704,0
602959,881697,0
602943,881687,0
602959,881697,0
602939,881687,0
602943,881685,0
602945,881674,0
602944,881673,0
602933,881659,0
602933,881662,0
602925,881655,0
602922,881648,0
602913,881643,0
602908,881643,0
602907,881648,0
602907,881640,0
602890,881598,0
602872,881616,0
602885,881615,0
602878,881617,0
602883,881636,0
602881,881638,0
602880,881644,0
602878,881650,0
602873,881640,0
602871,881648,0
602877,881651,0
602873,881651,0
602880,881661,0
602875,881662,0
602873,881665,0
602870,881666,0
602872,881677,0
602863,881652,0
602866,881651,0
602857,881665,0
602866,881691,0
602869,881709,0
602872,881716,0
602866,881725,0
602867,881733,0
602865,881730,0
602866,881732,0
602855,881736,0
602866,881740,0
602868,881751,0
602868,881755,0
602864,881753,0
602863,881752,0
602864,881761,0
602841,881729,0
602872,881730,0
602822,881734,0
602853,881756,0
602853,881769,0
602848,881762,0
602838,881756,0
602840,881753,0
602838,881751,0
602848,881753,0
602840,881745,0
602834,881742,0
602836,881744,0
602837,881741,0
602830,881744,0
602818,881738,0
602826,881739,0
602827,881695,0
602810,881680,0
602816,881713,0
602810,881708,0
602814,881727,0
602817,881728,0
602814,881732,0
602806,881724,0
602809,881727,0
602809,881724,0
602809,881726,0
602807,881723,0
602803,881725,0
602803,881729,0
602805,881725,0
602798,881723,0
602796,881727,0
602802,881693,0
602791,881661,0
602799,881704,0
602784,881722,0
602802,881738,0
602795,881734,0
602790,881735,0
602796,881746,0
602795,881750,0
602791,881738,0
602788,881738,0
602782,881745,0
602782,881747,0
602779,881751,0
602783,881751,0
602786,881751,0
602775,881753,0
602770,881696,0
602774,881726,0
602757,881734,0
602777,881755,0
602779,881761,0
602788,881768,0
602783,881763,0
602790,881775,0
602789,881771,0
602793,881782,0
602791,881780,0
602790,881783,0
602796,881785,0
602797,881782,0
602795,881790,0
602803,881786,0
602807,881793,0
602815,881758,0
602828,881749,0
602802,881767,0
602811,881792,0
602811,881787,0
602812,881790,0
602810,881790,0
602804,881787,0
602799,881786,0
602795,881789,0
602794,881785,0
602791,881782,0
602783,881782,0
602781,881783,0
602781,881775,0
602777,881778,0
602768,881769,0
602780,881753,0
602778,881701,0
602771,881744,0
602764,881736,0
602772,881755,0
602774,881758,0
602782,881758,0
602776,881756,0
602777,881748,0
602781,881756,0
602783,881757,0
602782,881761,0
602790,881765,0
602780,881764,0
602787,881772,0
602790,881769,0
602786,881772,0
602789,881727,0
602778,881716,0
602774,881747,0
602768,881749,0
602781,881772,0
602780,881770,0
602780,881772,0
602773,881769,0
602773,881768,0
602768,881768,0
602764,881768,0
602759,881765,0
602764,881767,0
602769,881760,0
602765,881771,0
602764,881772,0
602764,881762,0
602760,881734,0
602759,881712,0
602741,881744,0
602758,881739,0
602754,881768,0
602764,881760,0
602764,881768,0
602758,881762,0
